0.187304,0.627560,0.369862,0.031292,0.018069,0.080553,0.507028,0.042149,0.079870,0.015843,0.011276,0.131662,0.041014,0.253479,0.132786,0.148774,0.210145,0.384948,0.215944,0.272497,0.000000,0.272889,0.187725,0.299953,0.351119,0.540574,0.233183,0.465314,0.050496,0.125997,0.057345,0.187347,0.696159,0.217909,0.054526,0.501712,0.550925,0.055077,0.208791,0.405987,0.303325,0.343330,0.193835,0.114801,0.557719,0.079737,0.064513,0.023302,0.109088,0.064909,0.318366,0.293888,0.058805,0.031263,0.459233,0.370846,0.104758,0.553953,0.369510,0.191854,0.226455,0.453019,0.390422,0.178489,0.023551,0.051028,0.103251,0.123520,0.316383,0.067149,0.384793,0.025145,0.186831,0.026599,0.211464,0.462285,0.262676,0.065888,0.169840,0.474915,0.016146,0.265959,0.219041,0.105303,0.036396,0.250487,0.058155,0.159567,0.014858,0.157556,0.180035,0.446895,0.495772,0.251130,0.223102,0.416017,0.065672,0.142404,0.499810,0.021567,0.494273,0.043065,0.569035,0.118062,0.016581,0.220188,0.100780,0.140974,0.332939,0.103413,0.279467,0.405213,0.356112,0.261383,0.338192,0.422862,0.363813,0.572358,0.361146,0.596148,0.357414,0.520726,0.350850,0.225729,0.315764,0.293627,0.322221,0.460276,0.249390,0.286259,0.231685,0.652556,0.339517,0.707869,1.000000
0.175898,0.260097,0.167493,0.184905,0.093396,0.121857,0.163350,0.321955,0.006208,0.054351,0.454884,0.173207,0.330912,0.188384,0.163688,0.048224,0.230119,0.279766,0.110959,0.006956,0.334845,0.289540,0.068852,0.311402,0.389588,0.434954,0.197556,0.216034,0.068906,0.196392,0.683619,0.698337,0.351055,0.384585,0.560907,0.437641,0.211004,0.143511,0.186520,0.447555,0.030161,0.353731,0.297169,0.125851,0.210937,0.020102,0.180761,0.578360,0.125728,0.283751,0.263318,0.513034,0.365707,0.165527,0.000000,0.226692,0.080815,0.257849,0.036903,0.386981,0.045663,0.446064,0.193169,0.335488,0.083130,0.081484,0.243003,0.055377,0.448464,0.067735,0.277193,0.473684,0.058337,0.062592,0.276473,0.080587,0.135553,0.056956,0.179849,0.324881,0.195415,0.067073,0.499492,0.000000,0.302829,0.166206,0.140823,0.489488,0.124947,0.116528,0.105118,0.613281,0.215294,0.439500,0.024116,0.000000,0.080958,0.166323,0.436556,0.228383,0.092596,0.162886,0.472349,0.087318,0.677267,0.083267,0.090955,0.338554,0.408404,0.350129,0.415195,0.745269,0.385644,0.352753,0.563883,0.512708,0.563789,0.533253,0.352474,0.602108,0.215372,0.260307,0.513791,0.339469,0.375763,0.475951,0.306291,0.463262,0.232222,0.257233,0.282503,0.814239,0.155030,0.367827,1.000000
0.066476,0.575166,0.097123,0.149573,0.011622,0.074031,0.163090,0.061987,0.205542,0.032623,0.246637,0.545059,0.725556,0.446301,0.094916,0.000000,0.556210,0.320476,0.020967,0.000000,0.261520,0.182396,0.087823,0.476722,0.361431,0.578317,0.072020,0.361119,0.076445,0.397888,0.268330,0.272490,0.677846,0.490631,0.364795,0.191908,0.053847,0.060108,0.214916,0.291558,0.011001,0.266004,0.538706,0.102768,0.358781,0.034192,0.110683,0.095985,0.000000,0.055695,0.163864,0.610849,0.126102,0.160905,0.000000,0.212062,0.063427,0.065801,0.065902,0.398739,0.097123,0.527400,0.341199,0.271382,0.040397,0.010949,0.088578,0.052982,0.440070,0.064805,0.000000,0.086319,0.080133,0.131182,0.241862,0.058741,0.204345,0.048449,0.087396,0.573864,0.197354,0.131625,0.870023,0.000000,0.234147,0.118746,0.329335,0.701425,0.165775,0.054058,0.146293,0.056565,0.567009,0.456153,0.020517,0.047732,0.244133,0.308604,0.755788,0.152610,0.036337,0.055401,0.738625,0.222804,0.127983,0.023624,0.054595,0.500979,0.162090,0.285090,0.234222,0.304602,0.371424,0.257711,0.335607,0.520027,0.325521,0.571056,0.353425,0.570672,0.445045,0.693901,0.311698,0.146373,0.359605,0.247372,0.235191,0.289899,0.317452,0.396219,0.295474,0.548359,0.233370,0.529085,1.000000
0.117566,0.142247,0.274785,0.029602,0.033633,0.171361,0.477759,0.029905,0.264340,0.000000,0.018662,0.066301,0.076343,0.353205,0.048837,0.026381,0.089414,0.421543,0.128094,0.205474,0.056072,0.387048,0.207093,0.218978,0.174316,0.703545,0.401279,0.207753,0.044237,0.284286,0.224304,0.458298,0.342477,0.405616,0.171414,0.291677,0.634702,0.148709,0.246790,0.499942,0.508974,0.415396,0.346400,0.090857,0.104870,0.205227,0.142365,0.100293,0.244960,0.107421,0.168571,0.271210,0.081103,0.038806,0.312907,0.452492,0.112174,0.662770,0.302691,0.073245,0.162378,0.303416,0.109699,0.281911,0.045458,0.056284,0.159485,0.090830,0.198104,0.138883,0.309252,0.000000,0.147221,0.018342,0.375836,0.330552,0.192052,0.000000,0.126456,0.471506,0.080152,0.347001,0.244270,0.185132,0.030118,0.458144,0.154012,0.076999,0.024607,0.156435,0.219537,0.254573,0.148129,0.415537,0.250491,0.219234,0.108683,0.161244,0.315465,0.053520,0.479048,0.071274,0.641607,0.104193,0.082292,0.394672,0.157989,0.333260,0.342474,0.183346,0.235898,0.384277,0.319920,0.241784,0.370703,0.433626,0.315086,0.428243,0.290022,0.519221,0.288877,0.443994,0.323287,0.186096,0.303947,0.331043,0.255756,0.408013,0.253415,0.310689,0.232266,0.610601,0.305752,0.678663,1.000000
0.218394,0.166078,0.154969,0.296979,0.444551,0.048629,0.119042,0.021817,0.037096,0.019137,0.040844,0.553029,0.030950,0.322247,0.080162,0.025661,0.587306,0.300784,0.083650,0.404049,0.016362,0.166909,0.137400,0.319590,0.307423,0.579440,0.461807,0.579731,0.025108,0.456429,0.044069,0.334448,0.318098,0.246686,0.059250,0.147384,0.109469,0.104599,0.108046,0.547249,0.041267,0.040119,0.543069,0.048216,0.642885,0.133731,0.138508,0.045034,0.028224,0.026129,0.169173,0.375386,0.248541,0.018873,0.460330,0.108569,0.089294,0.144062,0.088366,0.089094,0.063798,0.481947,0.622678,0.411455,0.023696,0.051342,0.108058,0.016571,0.196207,0.172320,0.185849,0.000000,0.128933,0.000000,0.349942,0.055131,0.177049,0.056840,0.143545,0.528613,0.082871,0.240878,0.649808,0.119209,0.065917,0.278617,0.168586,0.064220,0.005984,0.152207,0.045768,0.017692,0.681853,0.713501,0.086584,0.476787,0.237958,0.199138,0.404453,0.013020,0.085259,0.181987,0.735812,0.294669,0.090089,0.077540,0.038430,0.348590,0.195610,0.231913,0.305167,0.418861,0.366810,0.296856,0.392824,0.476907,0.400264,0.526291,0.439936,0.651727,0.456630,0.662589,0.355104,0.254107,0.352327,0.381315,0.363332,0.493471,0.292354,0.332572,0.311629,0.688448,0.439196,0.797597,1.000000
0.129397,0.409017,0.510354,0.380718,0.022623,0.201725,0.352701,0.030177,0.030787,0.381014,0.324712,0.286719,0.038509,0.467781,0.184743,0.332635,0.481148,0.354421,0.214270,0.060464,0.067871,0.461515,0.256437,0.154632,0.439665,0.091276,0.210236,0.443898,0.104152,0.559306,0.339486,0.061189,0.329843,0.477460,0.327690,0.407485,0.104800,0.145323,0.044811,0.070922,0.032091,0.083210,0.135911,0.100000,0.539629,0.022185,0.430893,0.116760,0.468288,0.325167,0.430529,0.056614,0.294506,0.176152,0.022547,0.009385,0.077170,0.234749,0.045813,0.351071,0.132308,0.594294,0.645640,0.304735,0.078633,0.127779,0.155160,0.085926,0.214153,0.252223,0.275342,0.021011,0.022290,0.022202,0.196153,0.085767,0.428335,0.542263,0.637965,0.093080,0.485188,0.064048,0.178870,0.008244,0.205075,0.346681,0.699288,0.083251,0.086866,0.157858,0.688188,0.201799,0.344871,0.073983,0.000000,0.106173,0.621407,0.694505,0.129047,0.040500,0.176841,0.377459,0.138712,0.611063,0.103810,0.091896,0.119559,0.184924,0.383089,0.517913,0.068606,0.103486,0.140714,0.091536,0.150227,0.234905,0.139954,0.329645,0.091610,0.192895,0.098805,0.200148,0.124728,0.067173,0.159969,0.111208,0.100203,0.197118,0.156974,0.338000,0.146692,0.252516,0.102877,0.342622,0.000000
0.183803,0.458728,0.228222,0.357892,0.028124,0.521905,0.150307,0.342807,0.109294,0.078929,0.100280,0.112007,0.027350,0.332219,0.249303,0.453609,0.170863,0.191323,0.166681,0.300632,0.277187,0.239542,0.424980,0.502119,0.124923,0.172849,0.282026,0.289016,0.142655,0.774161,0.064925,0.246295,0.401592,0.254349,0.126069,0.108540,0.062010,0.388117,0.159153,0.604560,0.129169,0.177290,0.234436,0.204203,0.563627,0.157581,0.293298,0.041454,0.180160,0.461887,0.181202,0.130684,0.296317,0.083422,0.128131,0.053308,0.186333,0.378951,0.117140,0.511834,0.187953,0.115138,0.183427,0.101023,0.146611,0.098318,0.281623,0.183068,0.349816,0.507584,0.312864,0.134266,0.197811,0.090674,0.222883,0.071070,0.239043,0.100495,0.453128,0.102832,0.222569,0.327508,0.008468,0.093640,0.129479,0.257960,0.227648,0.094610,0.158671,0.317615,0.606772,0.390932,0.122480,0.302151,0.340118,0.146113,0.272607,0.239988,0.210797,0.057550,0.276310,0.172348,0.062707,0.308021,0.088489,0.228439,0.122653,0.262704,0.240068,0.407280,0.206202,0.340751,0.270120,0.247830,0.377761,0.429538,0.336591,0.436731,0.245703,0.467592,0.217980,0.345402,0.403815,0.246963,0.344284,0.330542,0.202245,0.348964,0.221773,0.370336,0.220275,0.601842,0.243641,0.589616,2.000000
0.126107,0.335722,0.196509,0.407437,0.022048,0.187240,0.252082,0.431211,0.059984,0.629244,0.385283,0.223568,0.083418,0.173699,0.312076,0.138322,0.136784,0.073702,0.238667,0.044908,0.683549,0.092268,0.166628,0.344517,0.228539,0.039539,0.182118,0.120181,0.106335,0.130465,0.220578,0.265097,0.551078,0.509676,0.212929,0.154457,0.022684,0.306597,0.349446,0.215092,0.069515,0.204248,0.176639,0.276158,0.041256,0.021621,0.536629,0.166887,0.202848,0.399082,0.124323,0.055175,0.382733,0.508682,0.000000,0.000000,0.601670,0.166392,0.023816,0.720385,0.196509,0.351039,0.047952,0.448839,0.293786,0.179889,0.425643,0.089336,0.250465,0.191210,0.214657,0.382130,0.072386,0.266888,0.229413,0.055717,0.178931,0.275771,0.331624,0.053765,0.249573,0.099863,0.000000,0.000000,0.207279,0.171621,0.151479,0.151458,0.661226,0.136762,0.431757,0.166897,0.022398,0.264386,0.233377,0.000000,0.071247,0.121964,0.184450,0.684285,0.206827,0.455454,0.032780,0.204927,0.782370,0.268716,0.224413,0.284017,0.322111,0.552859,0.138910,0.286847,0.165311,0.196141,0.419729,0.351778,0.402861,0.349478,0.131416,0.278427,0.104182,0.171137,0.289963,0.231052,0.255301,0.331741,0.151152,0.340970,0.118275,0.196187,0.113983,0.506032,0.052080,0.174597,3.000000
0.248713,0.409405,0.351851,0.253732,0.052639,0.413941,0.221223,0.244113,0.024907,0.167022,0.102827,0.214633,0.441553,0.283890,0.284052,0.242275,0.219022,0.108995,0.284868,0.090879,0.267782,0.064641,0.184454,0.303938,0.115658,0.116946,0.321368,0.187096,0.207693,0.203119,0.116231,0.520023,0.371803,0.324291,0.110507,0.357252,0.084808,0.273670,0.259923,0.334871,0.086587,0.418989,0.235710,0.146679,0.186236,0.098747,0.247011,0.099202,0.244768,0.394697,0.206465,0.068731,0.278044,0.150473,0.024334,0.030369,0.143635,0.293619,0.203898,0.433650,0.267717,0.218624,0.179161,0.106887,0.159088,0.163736,0.202290,0.305941,0.407234,0.323199,0.579311,0.331462,0.099171,0.071867,0.269847,0.335427,0.315688,0.352989,0.705587,0.133904,0.216783,0.233232,0.004831,0.053354,0.378013,0.260532,0.341903,0.181903,0.175768,0.489667,0.681767,0.304369,0.111648,0.239482,0.226047,0.034912,0.244043,0.319009,0.203644,0.098337,0.314822,0.163638,0.045934,0.247276,0.117599,0.353265,0.274127,0.251703,0.300898,0.493978,0.236980,0.330276,0.359564,0.268881,0.355522,0.480710,0.351374,0.554256,0.251759,0.399695,0.297346,0.424702,0.311485,0.236059,0.372524,0.531101,0.333816,0.533359,0.259204,0.317191,0.277391,0.595480,0.200940,0.488250,2.000000
0.226298,0.334663,0.205685,0.557010,0.136277,0.184783,0.157624,0.492357,0.011962,0.416463,0.384079,0.234007,0.044909,0.116877,0.473825,0.155124,0.169457,0.099161,0.269641,0.020145,0.441813,0.079328,0.160553,0.214630,0.170855,0.047297,0.090791,0.150939,0.106970,0.156055,0.334904,0.325048,0.292984,0.450640,0.116732,0.211149,0.135734,0.352662,0.307698,0.284850,0.078989,0.341329,0.196191,0.184604,0.123350,0.043107,0.530269,0.113428,0.113760,0.308902,0.117733,0.044010,0.476877,0.486792,0.000000,0.018231,0.395849,0.174163,0.014244,0.330313,0.176297,0.430426,0.143371,0.505314,0.408721,0.161396,0.442183,0.186986,0.291273,0.253223,0.481510,0.661133,0.108233,0.187666,0.312532,0.077774,0.249705,0.265718,0.479319,0.060295,0.318187,0.174225,0.000000,0.006406,0.168230,0.198885,0.385005,0.148810,0.414772,0.296475,0.442654,0.114063,0.046916,0.230018,0.224869,0.002579,0.127836,0.167770,0.090257,0.629658,0.199287,0.335279,0.093109,0.153202,0.572844,0.205343,0.206505,0.313601,0.227688,0.567875,0.288387,0.398303,0.362539,0.422333,0.615457,0.512258,0.714115,0.608784,0.314948,0.445118,0.303680,0.417473,0.479133,0.337591,0.382536,0.575915,0.355392,0.537782,0.288461,0.379790,0.271748,0.705647,0.148773,0.355385,3.000000
