0.015385,0.015385,0.005128,0.015385,0.010256,0.010256,0.005128,0.002564,0.005128,0.002564,0.030769,0.010256,0.002564,0.010256,0.012821,0.005128,0.005128,0.005128,0.007692,0.010256,0.005128,0.010256,0.005128,0.010256,0.002564,0.023077,0.005128,0.010256,0.005128,0.015385,0.000000,0.007692,0.000000,0.012821,0.007692,0.010256,0.010256,0.005128,0.007692,0.020513,0.012821,0.015385,0.010256,0.005128,0.005128,0.005128,0.017949,0.010256,0.000000,0.007692,0.005128,0.007692,0.007692,0.015385,0.000000,0.010256,0.002564,0.007692,0.000000,0.000000,0.015385,0.002564,0.007692,0.007692,0.012821,0.000000,0.007692,0.000000,0.007692,0.015385,0.010256,0.002564,0.005128,0.007692,0.012821,0.002564,0.007692,0.005128,0.015385,0.002564,0.005128,0.015385,0.007692,0.002564,0.007692,0.005128,0.005128,0.007692,0.002564,0.002564,0.017949,0.015385,0.030769,0.015385,0.005128,0.007692,0.020513,0.012821,0.005128,0.017949,0.010256,0.007692,0.025641,0.002564,0.005128,0.000000,0.030769,0.010256,0.000000,0.012821,0.012821,0.015385,2.000000
0.008757,0.007005,0.000000,0.007005,0.024518,0.026270,0.005254,0.005254,0.014011,0.010508,0.010508,0.005254,0.001751,0.000000,0.003503,0.010508,0.012259,0.001751,0.008757,0.007005,0.007005,0.007005,0.001751,0.008757,0.031524,0.022767,0.028021,0.019264,0.005254,0.007005,0.014011,0.003503,0.005254,0.005254,0.007005,0.008757,0.007005,0.003503,0.010508,0.012259,0.008757,0.003503,0.005254,0.007005,0.014011,0.005254,0.022767,0.012259,0.005254,0.007005,0.008757,0.008757,0.005254,0.021016,0.005254,0.010508,0.005254,0.015762,0.001751,0.003503,0.022767,0.019264,0.012259,0.005254,0.010508,0.008757,0.003503,0.010508,0.008757,0.003503,0.003503,0.012259,0.010508,0.005254,0.003503,0.026270,0.005254,0.005254,0.012259,0.000000,0.008757,0.001751,0.003503,0.010508,0.014011,0.000000,0.012259,0.010508,0.007005,0.000000,0.008757,0.003503,0.014011,0.029772,0.008757,0.003503,0.007005,0.007005,0.000000,0.012259,0.008757,0.001751,0.012259,0.008757,0.015762,0.000000,0.007005,0.005254,0.010508,0.005254,0.007005,0.003503,2.000000
0.010432,0.014903,0.005961,0.011923,0.000000,0.010432,0.013413,0.004471,0.005961,0.008942,0.004471,0.004471,0.008942,0.004471,0.023845,0.019374,0.002981,0.008942,0.007452,0.001490,0.001490,0.008942,0.008942,0.005961,0.001490,0.008942,0.008942,0.013413,0.005961,0.020864,0.000000,0.004471,0.002981,0.005961,0.010432,0.004471,0.016393,0.000000,0.001490,0.007452,0.013413,0.017884,0.023845,0.019374,0.008942,0.002981,0.008942,0.005961,0.000000,0.005961,0.007452,0.002981,0.010432,0.011923,0.013413,0.007452,0.017884,0.011923,0.004471,0.000000,0.001490,0.010432,0.000000,0.004471,0.005961,0.007452,0.002981,0.013413,0.013413,0.005961,0.016393,0.001490,0.008942,0.010432,0.017884,0.004471,0.007452,0.000000,0.008942,0.011923,0.004471,0.011923,0.005961,0.008942,0.010432,0.013413,0.001490,0.008942,0.010432,0.013413,0.020864,0.017884,0.010432,0.001490,0.005961,0.008942,0.034277,0.004471,0.011923,0.005961,0.010432,0.004471,0.011923,0.010432,0.005961,0.005961,0.008942,0.004471,0.023845,0.011923,0.010432,0.019374,0.000000
0.004902,0.026144,0.000000,0.004902,0.026144,0.000000,0.009804,0.013072,0.008170,0.008170,0.021242,0.004902,0.013072,0.000000,0.003268,0.003268,0.004902,0.001634,0.009804,0.004902,0.000000,0.006536,0.006536,0.009804,0.022876,0.001634,0.001634,0.009804,0.008170,0.001634,0.006536,0.003268,0.006536,0.008170,0.000000,0.000000,0.004902,0.001634,0.017974,0.003268,0.026144,0.006536,0.008170,0.000000,0.014706,0.006536,0.000000,0.009804,0.001634,0.008170,0.008170,0.017974,0.004902,0.017974,0.019608,0.001634,0.001634,0.006536,0.003268,0.003268,0.016340,0.009804,0.024510,0.004902,0.009804,0.050654,0.001634,0.003268,0.006536,0.004902,0.008170,0.016340,0.008170,0.016340,0.006536,0.014706,0.004902,0.009804,0.001634,0.004902,0.008170,0.003268,0.003268,0.004902,0.013072,0.014706,0.013072,0.011438,0.004902,0.001634,0.003268,0.011438,0.009804,0.073529,0.013072,0.001634,0.004902,0.004902,0.004902,0.009804,0.013072,0.003268,0.009804,0.011438,0.013072,0.004902,0.011438,0.014706,0.004902,0.008170,0.008170,0.001634,3.000000
0.009501,0.052257,0.004751,0.002375,0.004751,0.000000,0.021378,0.002375,0.002375,0.014252,0.004751,0.019002,0.002375,0.000000,0.002375,0.004751,0.004751,0.011876,0.002375,0.023753,0.016627,0.030879,0.011876,0.030879,0.004751,0.002375,0.000000,0.019002,0.011876,0.007126,0.000000,0.007126,0.004751,0.002375,0.004751,0.004751,0.014252,0.000000,0.002375,0.000000,0.049881,0.009501,0.000000,0.004751,0.009501,0.026128,0.000000,0.009501,0.002375,0.004751,0.002375,0.007126,0.019002,0.011876,0.000000,0.011876,0.009501,0.007126,0.004751,0.002375,0.000000,0.004751,0.004751,0.002375,0.007126,0.000000,0.021378,0.000000,0.004751,0.002375,0.016627,0.002375,0.019002,0.035629,0.002375,0.002375,0.002375,0.002375,0.011876,0.002375,0.014252,0.035629,0.007126,0.016627,0.016627,0.009501,0.002375,0.004751,0.011876,0.009501,0.004751,0.000000,0.007126,0.002375,0.002375,0.011876,0.019002,0.028504,0.000000,0.011876,0.014252,0.000000,0.007126,0.002375,0.004751,0.004751,0.000000,0.009501,0.014252,0.011876,0.007126,0.004751,0.000000
0.000000,0.014417,0.006553,0.009174,0.003932,0.002621,0.011796,0.001311,0.006553,0.001311,0.022280,0.005242,0.001311,0.002621,0.007864,0.009174,0.005242,0.002621,0.003932,0.011796,0.011796,0.017038,0.003932,0.022280,0.035387,0.006553,0.014417,0.011796,0.007864,0.002621,0.007864,0.005242,0.010485,0.002621,0.001311,0.000000,0.014417,0.005242,0.001311,0.000000,0.001311,0.006553,0.003932,0.018349,0.026212,0.009174,0.001311,0.009174,0.010485,0.003932,0.003932,0.024902,0.015727,0.005242,0.001311,0.001311,0.014417,0.006553,0.015727,0.015727,0.011796,0.009174,0.010485,0.014417,0.003932,0.006553,0.009174,0.003932,0.007864,0.003932,0.013106,0.006553,0.022280,0.023591,0.003932,0.014417,0.000000,0.009174,0.007864,0.001311,0.035387,0.007864,0.011796,0.006553,0.005242,0.003932,0.002621,0.011796,0.007864,0.027523,0.007864,0.006553,0.003932,0.003932,0.007864,0.011796,0.020970,0.009174,0.000000,0.014417,0.007864,0.003932,0.011796,0.011796,0.005242,0.001311,0.001311,0.006553,0.019659,0.007864,0.009174,0.015727,0.000000
0.003861,0.019305,0.019305,0.007722,0.003861,0.007722,0.007722,0.003861,0.003861,0.007722,0.007722,0.019305,0.011583,0.034749,0.038610,0.003861,0.003861,0.011583,0.003861,0.011583,0.007722,0.000000,0.000000,0.007722,0.000000,0.003861,0.000000,0.000000,0.003861,0.007722,0.003861,0.000000,0.003861,0.003861,0.015444,0.000000,0.046332,0.000000,0.000000,0.011583,0.019305,0.003861,0.007722,0.015444,0.000000,0.015444,0.003861,0.015444,0.000000,0.011583,0.007722,0.000000,0.011583,0.007722,0.000000,0.015444,0.007722,0.019305,0.007722,0.000000,0.011583,0.015444,0.000000,0.003861,0.000000,0.000000,0.000000,0.003861,0.011583,0.011583,0.019305,0.003861,0.011583,0.003861,0.011583,0.000000,0.011583,0.000000,0.007722,0.011583,0.000000,0.019305,0.015444,0.000000,0.023166,0.007722,0.000000,0.003861,0.007722,0.000000,0.007722,0.003861,0.015444,0.015444,0.007722,0.007722,0.007722,0.011583,0.015444,0.003861,0.007722,0.003861,0.019305,0.003861,0.007722,0.019305,0.019305,0.007722,0.015444,0.015444,0.030888,0.019305,0.000000
0.008696,0.004348,0.008696,0.013043,0.017391,0.000000,0.008696,0.030435,0.000000,0.004348,0.008696,0.004348,0.004348,0.000000,0.017391,0.013043,0.008696,0.004348,0.013043,0.008696,0.000000,0.008696,0.017391,0.008696,0.008696,0.004348,0.004348,0.000000,0.004348,0.000000,0.008696,0.008696,0.013043,0.013043,0.004348,0.004348,0.000000,0.008696,0.021739,0.000000,0.004348,0.000000,0.000000,0.000000,0.017391,0.004348,0.000000,0.013043,0.000000,0.008696,0.013043,0.021739,0.017391,0.021739,0.000000,0.000000,0.000000,0.021739,0.013043,0.008696,0.017391,0.017391,0.052174,0.008696,0.008696,0.004348,0.008696,0.013043,0.021739,0.000000,0.008696,0.030435,0.013043,0.004348,0.004348,0.017391,0.000000,0.004348,0.026087,0.026087,0.004348,0.000000,0.004348,0.013043,0.017391,0.000000,0.030435,0.000000,0.017391,0.000000,0.000000,0.000000,0.008696,0.026087,0.004348,0.004348,0.000000,0.000000,0.000000,0.000000,0.026087,0.004348,0.008696,0.004348,0.008696,0.008696,0.000000,0.017391,0.000000,0.004348,0.000000,0.017391,3.000000
0.022901,0.003523,0.002936,0.002349,0.001174,0.021139,0.008808,0.003523,0.020552,0.004110,0.002936,0.001762,0.005872,0.000000,0.019378,0.005285,0.011744,0.014680,0.007046,0.002936,0.025837,0.002936,0.001174,0.003523,0.000587,0.004698,0.026424,0.031709,0.001762,0.011157,0.003523,0.012918,0.002936,0.007046,0.031709,0.013506,0.001762,0.000587,0.005872,0.004110,0.001762,0.017616,0.011744,0.020552,0.004110,0.001174,0.023488,0.014680,0.006459,0.005285,0.005872,0.007046,0.019965,0.005285,0.018203,0.003523,0.007634,0.009395,0.012331,0.004698,0.000587,0.006459,0.000000,0.008808,0.003523,0.011744,0.015267,0.009982,0.007046,0.014093,0.024075,0.001174,0.001174,0.004698,0.017029,0.000000,0.003523,0.007046,0.004698,0.009982,0.010570,0.003523,0.001174,0.005872,0.023488,0.001762,0.000587,0.004110,0.007634,0.041691,0.003523,0.009395,0.007046,0.001174,0.004110,0.015267,0.017029,0.002349,0.000000,0.007634,0.016442,0.006459,0.003523,0.005872,0.011744,0.005285,0.004110,0.003523,0.024075,0.025250,0.002936,0.014680,1.000000
0.020513,0.030769,0.000000,0.005128,0.005128,0.000000,0.000000,0.030769,0.000000,0.005128,0.020513,0.005128,0.010256,0.000000,0.010256,0.000000,0.000000,0.000000,0.020513,0.005128,0.000000,0.000000,0.005128,0.000000,0.020513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010256,0.051282,0.015385,0.000000,0.000000,0.010256,0.046154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020513,0.000000,0.005128,0.010256,0.005128,0.005128,0.005128,0.000000,0.000000,0.000000,0.020513,0.020513,0.000000,0.005128,0.020513,0.046154,0.010256,0.005128,0.025641,0.000000,0.000000,0.010256,0.010256,0.000000,0.030769,0.015385,0.005128,0.000000,0.030769,0.000000,0.025641,0.005128,0.020513,0.010256,0.005128,0.000000,0.025641,0.010256,0.000000,0.035897,0.000000,0.010256,0.010256,0.000000,0.010256,0.020513,0.046154,0.020513,0.000000,0.000000,0.000000,0.000000,0.000000,0.030769,0.005128,0.000000,0.005128,0.020513,0.010256,0.015385,0.020513,0.000000,0.000000,0.000000,0.000000,3.000000
