44.369440,87.007624,1.795890,7.329530,0.775727,2.942882,0.676759,2.683945,1.214599,5.499515,1.944359,7.614977,0.302353,1.238839,0.166421,0.693720,0.179661,0.741932,0.394986,1.744442,0.870315,3.158165,0.167408,0.694972,0.106099,0.419137,0.121311,0.472030,0.274416,1.141584,0.773178,2.902795,0.175814,0.725931,0.119650,0.475850,0.141335,0.544934,0.327578,1.346883,1.413585,6.163020,0.366776,1.637607,0.263513,1.123897,0.322652,1.342768,0.760058,3.356394,1.000000
22.701383,57.398531,1.990449,7.750281,0.951314,3.811827,0.738141,2.768706,1.413221,5.746019,1.880572,7.495974,0.405867,1.536101,0.216618,0.826488,0.216966,0.815446,0.494874,1.977067,0.906368,3.695493,0.207777,0.795343,0.130853,0.480122,0.147500,0.550485,0.353995,1.366185,0.724456,2.766652,0.204533,0.782411,0.143107,0.536156,0.172218,0.646296,0.418546,1.625960,1.396018,5.699563,0.455874,1.821339,0.332658,1.296054,0.408145,1.594790,1.009732,4.104151,1.000000
31.902431,71.439993,2.100531,8.041615,0.928597,3.281751,0.807630,2.983000,1.471303,6.200819,2.081243,7.792191,0.329269,1.307111,0.177413,0.734702,0.198090,0.794074,0.433848,1.867423,0.935052,3.321545,0.168441,0.685183,0.112723,0.437225,0.128794,0.494723,0.298662,1.205909,0.824446,3.020719,0.180878,0.729570,0.124342,0.489960,0.146333,0.559036,0.355643,1.426624,1.565759,6.483053,0.383153,1.648816,0.274161,1.146659,0.342823,1.391933,0.835976,3.580494,1.000000
40.403672,84.464460,1.660626,7.156037,0.725731,2.881483,0.638978,2.647996,1.140780,5.462661,1.564637,6.707055,0.265047,1.167077,0.150050,0.676947,0.163828,0.719734,0.344950,1.633936,0.690437,2.770326,0.144100,0.631409,0.095088,0.405561,0.111111,0.466722,0.243173,1.084869,0.617298,2.586863,0.149380,0.652718,0.105986,0.452576,0.130752,0.549792,0.305741,1.351639,1.131539,5.447010,0.306125,1.439920,0.226383,1.037571,0.299446,1.337922,0.749909,3.585195,1.000000
56.076653,94.820628,2.293755,8.390297,0.990803,3.375078,0.874014,3.103210,1.563755,6.424108,2.252865,8.135906,0.348235,1.321577,0.193817,0.766643,0.213157,0.825443,0.466858,1.937254,0.991697,3.346526,0.186578,0.717595,0.122018,0.449917,0.142369,0.509625,0.320283,1.223538,0.894853,3.130408,0.190743,0.734177,0.134713,0.496602,0.163583,0.586480,0.382893,1.456483,1.668052,6.718242,0.391183,1.630160,0.288918,1.162404,0.368064,1.438223,0.879553,3.674516,1.000000
16.575934,55.203767,0.964107,5.458095,0.418238,2.222663,0.370766,2.056512,0.685937,4.322335,0.947053,5.411938,0.160423,0.928266,0.084329,0.499737,0.087783,0.518348,0.182665,1.156911,0.406128,2.179891,0.086121,0.511950,0.055551,0.310530,0.061022,0.344289,0.133745,0.805246,0.353575,1.981909,0.091686,0.539798,0.062954,0.352157,0.072990,0.405303,0.167183,0.990666,0.638652,4.094559,0.192503,1.218989,0.140717,0.847371,0.171573,1.023447,0.402820,2.576335,0.000000
33.108757,76.710733,1.552736,6.775517,0.675637,2.814101,0.571008,2.459014,1.047335,5.107898,1.537619,6.630819,0.283980,1.240223,0.154373,0.696991,0.156899,0.699011,0.329496,1.575765,0.658708,2.770375,0.151748,0.679880,0.100018,0.422858,0.111271,0.471359,0.247676,1.117019,0.564945,2.455996,0.154125,0.685495,0.110352,0.467182,0.130005,0.549936,0.304247,1.366053,1.034021,5.062699,0.320985,1.523205,0.240373,1.090660,0.297933,1.345079,0.712607,3.452909,2.000000
10.609847,40.573072,0.889426,5.004353,0.431038,2.624765,0.359607,2.032963,0.645765,3.705302,0.969635,5.344872,0.208683,1.113354,0.110884,0.612200,0.109550,0.604214,0.230859,1.310958,0.454181,2.560376,0.111468,0.617104,0.069824,0.373832,0.076465,0.411001,0.171020,0.948829,0.371010,2.001227,0.113847,0.616247,0.078056,0.416601,0.090904,0.484627,0.212216,1.182607,0.682966,3.975043,0.244606,1.384607,0.178013,0.985151,0.214455,1.193576,0.517990,3.024066,3.000000
28.093454,67.884328,1.787637,7.291262,0.851234,3.557114,0.700404,2.818585,1.300210,5.688862,1.771705,7.013026,0.329290,1.345543,0.181199,0.753592,0.187656,0.770064,0.396372,1.723967,0.806248,3.052126,0.176940,0.723098,0.114498,0.448530,0.127246,0.504040,0.284705,1.179884,0.710456,2.773376,0.182793,0.735369,0.125973,0.497724,0.148620,0.589785,0.352726,1.472257,1.324344,5.837097,0.376432,1.626663,0.274277,1.154322,0.345740,1.451065,0.873082,3.876265,2.000000
21.966431,56.315154,1.791844,7.030546,0.885082,3.893171,0.750268,3.065379,1.284347,5.118160,2.007361,7.646389,0.406273,1.537754,0.211805,0.830862,0.207967,0.808709,0.424712,1.722584,0.946686,3.621569,0.215245,0.843401,0.131690,0.491304,0.143674,0.538336,0.320302,1.258309,0.774486,2.896406,0.217934,0.835735,0.147797,0.553847,0.171904,0.647325,0.401604,1.597764,1.401164,5.793748,0.461391,1.862927,0.337756,1.327540,0.410524,1.616163,0.988379,4.146387,3.000000
