0.936677,1.682765,0.195937,0.497423,0.035672,0.191941,0.665858,1.238194,0.171193,0.443323,0.025452,0.162561,0.795754,1.415677,0.197832,0.506618,0.033315,0.186002,1.337732,2.626651,0.317889,0.885509,0.058100,0.312318,0.774930,1.360507,0.193573,0.493241,0.032007,0.181599,0.682047,1.221161,0.157010,0.413846,0.023447,0.155756,0.646652,1.155954,0.203669,0.498443,0.034522,0.187895,1.167940,2.109508,0.207841,0.551465,0.042258,0.237656,2.696169,3.155343,1.000000
1.343332,2.617227,0.210113,0.533865,0.047449,0.221594,0.865332,1.705186,0.198086,0.498438,0.039263,0.201177,0.971307,1.891747,0.190092,0.485199,0.041801,0.205722,1.308521,2.646784,0.203193,0.546506,0.052579,0.267611,0.866119,1.725620,0.176915,0.465250,0.039279,0.200312,0.813682,1.565530,0.176557,0.457114,0.034864,0.188107,0.790085,1.523488,0.190782,0.484242,0.046913,0.217285,1.115579,2.119050,0.195359,0.515804,0.050399,0.254983,2.860471,3.645401,1.000000
0.801117,1.406289,0.203287,0.545651,0.040155,0.204245,0.657843,1.232845,0.194606,0.502928,0.028431,0.173766,0.721395,1.324517,0.180988,0.505905,0.034812,0.188022,1.311724,2.540589,0.388649,1.110942,0.065907,0.331839,0.717965,1.272774,0.175392,0.467030,0.032524,0.181725,0.537160,0.980896,0.166761,0.445462,0.024800,0.161027,0.590879,1.062713,0.195192,0.496877,0.039964,0.201470,0.881879,1.565010,0.257324,0.686557,0.052477,0.270435,2.386940,2.839527,1.000000
0.806139,1.625233,0.178564,0.480725,0.030617,0.178389,0.623071,1.305465,0.157135,0.449926,0.025904,0.167778,0.636852,1.299675,0.152101,0.427682,0.026010,0.163680,1.098164,2.366778,0.262547,0.785622,0.047169,0.273876,0.644625,1.298743,0.147211,0.420284,0.024346,0.158261,0.539544,1.101164,0.142546,0.405324,0.022158,0.152825,0.597335,1.231379,0.167139,0.449042,0.029588,0.174490,0.949475,1.942483,0.210767,0.581478,0.042351,0.242430,2.276082,3.028179,1.000000
1.013677,1.720267,0.201072,0.513267,0.042133,0.208729,0.743301,1.351237,0.196207,0.476476,0.028815,0.174454,0.854698,1.502452,0.184192,0.481386,0.033615,0.186159,1.603119,2.814405,0.398004,1.070181,0.073631,0.361180,0.785035,1.370038,0.170281,0.454913,0.031235,0.179103,0.808740,1.307081,0.167585,0.440213,0.025590,0.164013,0.720491,1.332718,0.236369,0.534650,0.040997,0.205022,1.303070,2.215593,0.239077,0.608363,0.055065,0.279882,3.338153,3.264132,1.000000
0.304915,0.853627,0.092541,0.371631,0.015309,0.126815,0.295062,0.849264,0.079416,0.328022,0.012715,0.117062,0.307591,0.882748,0.091682,0.373677,0.017111,0.134201,0.429852,1.264403,0.109068,0.468194,0.024536,0.193774,0.302588,0.853816,0.082041,0.328573,0.017077,0.133344,0.263489,0.741103,0.074260,0.301495,0.012948,0.116936,0.285215,0.788230,0.085102,0.342277,0.015436,0.126920,0.438182,1.268494,0.140651,0.615032,0.028642,0.218013,1.029374,1.942833,0.000000
0.717168,1.505624,0.154659,0.452838,0.028926,0.174834,0.636272,1.320068,0.149562,0.447418,0.024886,0.163304,0.637304,1.350871,0.146205,0.432331,0.028191,0.170380,0.948884,2.192368,0.205299,0.657279,0.041023,0.245890,0.707985,1.479188,0.150649,0.444115,0.028173,0.170610,0.616379,1.285449,0.143950,0.434413,0.024136,0.160045,0.583471,1.230369,0.137855,0.432011,0.028464,0.173325,0.773588,1.753771,0.187762,0.654758,0.040430,0.247098,2.217604,3.001632,2.000000
0.515553,1.357499,0.104348,0.387227,0.021380,0.149093,0.523427,1.406907,0.109901,0.399717,0.020296,0.146607,0.552412,1.508636,0.107061,0.384540,0.023378,0.155764,0.563929,1.553343,0.113410,0.430428,0.023940,0.174494,0.453187,1.224071,0.110078,0.404107,0.022796,0.153844,0.459547,1.237278,0.102543,0.370243,0.019613,0.142838,0.460887,1.232785,0.103921,0.372681,0.020490,0.145665,0.605649,1.728223,0.112516,0.440805,0.023402,0.170379,1.490484,2.711234,3.000000
0.809382,1.476840,0.197594,0.515243,0.035385,0.190899,0.682229,1.274052,0.176378,0.478809,0.028860,0.176263,0.707172,1.386064,0.186097,0.496703,0.032630,0.182741,0.969281,1.963001,0.269385,0.760509,0.053463,0.285770,0.671570,1.272297,0.178011,0.461473,0.032708,0.181829,0.680053,1.252436,0.167150,0.454778,0.028697,0.173868,0.897325,1.634661,0.190540,0.494464,0.034699,0.188864,1.206053,2.343069,0.214976,0.589466,0.049580,0.265421,2.481795,2.982349,2.000000
0.963401,1.663776,0.199022,0.518199,0.039214,0.200629,1.017234,1.811901,0.189435,0.498162,0.035392,0.193586,1.237264,2.249619,0.208865,0.526570,0.043564,0.211840,1.182123,2.116448,0.274500,0.751099,0.050823,0.264897,0.943564,1.647961,0.207284,0.522694,0.043429,0.209973,0.888709,1.559844,0.184178,0.461998,0.035693,0.192248,1.007583,1.724997,0.184123,0.466728,0.036873,0.193678,1.276971,2.357204,0.236247,0.666373,0.048676,0.249456,3.127565,3.316262,3.000000
